LocationDetailsId	Neighborhoods	Zipcode	Location
SD021930	Oceanview/Merced/Ingleside	94112	"(37.72036672058461, -122.45486793740808)"
SD021931	North Beach	94133	"(37.80616170482821, -122.41406722020226)"
SD021932	Mission	94110	"(37.75372903156756, -122.40490849332652)"
SD021933	Mission	94110	"(37.75275550565926, -122.41707462095194)"
SD021934	West of Twin Peaks	94112	"(37.72909390899985, -122.45676001563757)"
SD021935	Inner Sunset	94122	"(37.76043708643872, -122.46882974678013)"
SD021936	Bernal Heights	94110	"(37.7439967969981, -122.4190066050028)"
SD021937	Outer Richmond	94121	"(37.775985721785496, -122.47765983051175)"
SD021938	Castro/Upper Market	94114	"(37.7661706420647, -122.4322225649855)"
SD021939	Mission	94110	"(37.75326309304275, -122.42180841898848)"
SD021940	Mission	94103	"(37.765169060086, -122.42444643745313)"
SD021941	North Beach	94133	"(37.8032718153637, -122.40782558633313)"
SD021942	Noe Valley	94114	"(37.749872347506106, -122.43505888446398)"
SD021943	Lone Mountain/USF	94118	"(37.77583011594264, -122.45401018388313)"
SD021944	Outer Richmond	94118	"(37.782768787584494, -122.47370291706338)"
SD021945	Oceanview/Merced/Ingleside	94132	"(37.717134865027056, -122.4647092863603)"
SD021946	Pacific Heights	94115	"(37.78905739286494, -122.44199001095451)"
SD021947	Bernal Heights	94110	"(37.744853487451536, -122.4187248161713)"
SD021948	Noe Valley	94110	"(37.7468559492267, -122.42362033685194)"
SD021949	West of Twin Peaks	94127	"(37.74341799191598, -122.4624635306017)"
SD021950	Excelsior	94112	"(37.73066594356133, -122.42634366572835)"
SD021951	Inner Richmond	94118	"(37.777737576595825, -122.46974404202217)"
SD021952	Haight Ashbury	94117	"(37.76238087503683, -122.44759118317619)"
SD021953	Mission Bay	94107	"(37.77980880287087, -122.39100191119432)"
SD021954	Outer Richmond	94121	"(37.77566773540966, -122.49487831811477)"
SD021955	Sunset/Parkside	94116	"(37.74181623297009, -122.49576166451435)"
SD021956	Twin Peaks	94114	"(37.758041891547386, -122.43950043208255)"
SD021957	Bernal Heights	94110	"(37.7450635864037, -122.40640601625194)"
SD021958	Pacific Heights	94115	"(37.788138532367356, -122.44523498755972)"
SD021959	Russian Hill	94109	"(37.799257044219225, -122.42002709027608)"
SD021960	Bernal Heights	94112	"(37.7326344588755, -122.4245005856893)"
SD021961	Presidio Heights	94118	"(37.7863885264772, -122.4504096571575)"
SD021962	Noe Valley	94114	"(37.75242715759843, -122.43267154478976)"
SD021963	South of Market	94103	"(37.772865523568456, -122.41447117202668)"
SD021964	West of Twin Peaks	94127	"(37.72979683987243, -122.46947744265833)"
SD021965	Nob Hill	94109	"(37.787485292180165, -122.41692512776292)"
SD021966	Outer Richmond	94121	"(37.77432804351302, -122.47754035693758)"
SD021967	Inner Richmond	94118	"(37.77868881883212, -122.4654544753295)"
SD021968	Inner Sunset	94122	"(37.76498413896467, -122.46129427695972)"
SD021969	Haight Ashbury	94117	"(37.7708978029778, -122.44180086091599)"
SD021970	Oceanview/Merced/Ingleside	94132	"(37.71291865605688, -122.46680292263775)"
SD021971	Outer Richmond	94121	"(37.78136811559957, -122.49363803831558)"
SD021972	Oceanview/Merced/Ingleside	94112	"(37.719853181545446, -122.46055485482223)"
SD021973	Potrero Hill	94107	"(37.75830210318538, -122.38897493184838)"
SD021974	Inner Sunset	94122	"(37.76279119159882, -122.46482547408733)"
SD021975	Inner Sunset	94122	"(37.7567680540471, -122.46724244880784)"
SD021976	Hayes Valley	94102	"(37.772691700034656, -122.42400216366505)"
SD021977	Castro/Upper Market	94114	"(37.76357662501208, -122.43240418015785)"
SD021978	Potrero Hill	94110	"(37.76343862483238, -122.4081067513137)"
SD021979	Noe Valley	94114	"(37.75593799029495, -122.42979540483746)"
SD021980	Pacific Heights	94115	"(37.79087382602008, -122.44494667011787)"
SD021981	Marina	94123	"(37.800138882501216, -122.4438357007838)"
SD021982	Potrero Hill	94107	"(37.761833973123395, -122.39419845714882)"
SD021983	Tenderloin	94109	"(37.784710438494486, -122.41586089126196)"
SD021984	Sunset/Parkside	94116	"(37.744977641338956, -122.49335414365498)"
SD021985	Sunset/Parkside	94122	"(37.764075293001056, -122.48435666111365)"
SD021986	Pacific Heights	94115	"(37.793106508869414, -122.43110688284057)"
SD021987	Hayes Valley	94117	"(37.77608511254299, -122.44102747855703)"
SD021988	Sunset/Parkside	94122	"(37.75792265523704, -122.49037376386804)"
SD021989	Russian Hill	94109	"(37.79598637996547, -122.41707135337742)"
SD021990	Mission	94110	"(37.75146501444602, -122.42467251022745)"
SD021991	Bayview Hunters Point	94124	"(37.73229322175291, -122.39193197661781)"
SD021992	West of Twin Peaks	94127	"(37.73400049305038, -122.45896630731414)"
SD021993	Inner Sunset	94116	"(37.75184717735287, -122.46989681417593)"
SD021994	Sunset/Parkside	94116	"(37.746155615397385, -122.49339412472573)"
SD021995	Nob Hill	94108	"(37.791078191405276, -122.41131397409178)"
SD021996	Mission	94103	"(37.769342191379174, -122.42488932752175)"
SD021997	Potrero Hill	94107	"(37.758913008552334, -122.39489268173506)"
SD021998	Sunset/Parkside	94132	"(37.733279559629096, -122.4767220239216)"
SD021999	Bernal Heights	94110	"(37.74019504199551, -122.41852119819985)"
SD022000	Outer Richmond	94118	"(37.77707485541499, -122.47510971578642)"
SD022001	Excelsior	94112	"(37.714340684772274, -122.43717002812579)"
SD022002	South of Market	94103	"(37.77925855023612, -122.40859328196694)"
SD022003	Japantown	94115	"(37.7858235830762, -122.42961139324997)"
SD022004	Mission	94110	"(37.7531155250216, -122.41932223270325)"
SD022005	Pacific Heights	94115	"(37.78840529156882, -122.44190701406554)"
SD022006	Lone Mountain/USF	94118	"(37.77588335705924, -122.45684425784295)"
SD022007	Inner Richmond	94118	"(37.78523273626076, -122.46598511789183)"
SD022008	Mission Bay	94158	"(37.77045150901297, -122.38852892114899)"
SD022009	Noe Valley	94114	"(37.75001218484903, -122.43274744738073)"
SD022010	Potrero Hill	94107	"(37.7579322499142, -122.39541132519601)"
SD022011	Inner Sunset	94122	"(37.76362059512439, -122.47021533313074)"
SD022012	Western Addition	94115	"(37.78090311742056, -122.43178837855322)"
SD022013	Chinatown	94133	"(37.795686263530236, -122.4053556285074)"
SD022014	Lone Mountain/USF	94118	"(37.781042109419516, -122.45700891769162)"
SD022015	Inner Richmond	94118	"(37.786169688757475, -122.47039119717361)"
SD022016	Marina	94123	"(37.802518239351315, -122.42676350662009)"
SD022017	West of Twin Peaks	94116	"(37.74770874457062, -122.46581054599758)"
SD022018	Mission	94110	"(37.75292898591401, -122.4107517974678)"
SD022019	Oceanview/Merced/Ingleside	94112	"(37.71102986207112, -122.45799829979691)"
SD022020	Visitacion Valley	94134	"(37.71810154776593, -122.40261052970412)"
SD022021	Mission	94110	"(37.76055045602431, -122.42559138831486)"
SD022022	Bayview Hunters Point	94124	"(37.732917061720364, -122.3884954875765)"
SD022023	West of Twin Peaks	94127	"(37.72272448713755, -122.46683753611829)"
SD022024	Outer Mission	94112	"(37.71835733065905, -122.44771950043929)"
SD022025	Sunset/Parkside	94116	"(37.74659310367289, -122.49131483007098)"
SD022026	South of Market	94103	"(37.78216754874572, -122.4027705665087)"
SD022027	Sunset/Parkside	94122	"(37.75367611176902, -122.50040837441283)"
SD022028	West of Twin Peaks	94127	"(37.73878090866859, -122.46857469552077)"
SD022029	Chinatown	94108	"(37.79573110755434, -122.40635780421798)"
SD022030	Sunset/Parkside	94116	"(37.74914907821958, -122.50146087978703)"
SD022031	Marina	94123	"(37.80122071849544, -122.44582309035441)"
SD022032	Outer Richmond	94121	"(37.77518075066208, -122.50506664812127)"
SD022033	Noe Valley	94131	"(37.74484372661464, -122.42709558148228)"
SD022034	Castro/Upper Market	94114	"(37.76415251364563, -122.43066529420426)"
SD022035	Tenderloin	94102	"(37.786581325424784, -122.4128408805718)"
SD022036	Excelsior	94112	"(37.71481265319604, -122.43996155127643)"
SD022037	West of Twin Peaks	94116	"(37.74152787809431, -122.4715156546493)"
SD022038	Glen Park	94131	"(37.73579531903641, -122.43402364177749)"
SD022039	Noe Valley	94114	"(37.75176420264589, -122.43556058737643)"
SD022040	South of Market	94103	"(37.781483823892614, -122.40864520543641)"
SD022041	Mission	94110	"(37.74804616160059, -122.4240478391849)"
SD022042	Mission	94103	"(37.76636698654631, -122.42131212771943)"
SD022043	Pacific Heights	94115	"(37.786977296503245, -122.43962884879694)"
SD022044	Financial District/South Beach	94104	"(37.79075441973819, -122.40255235552671)"
SD022045	West of Twin Peaks	94112	"(37.72861373304403, -122.45499867353558)"
SD022046	Excelsior	94112	"(37.723336445675386, -122.43511580073061)"
SD022047	Sunset/Parkside	94132	"(37.73466477616717, -122.48210990291135)"
SD022048	Bayview Hunters Point	94124	"(37.72770462828492, -122.38264463078907)"
SD022049	Bernal Heights	94110	"(37.744426513116956, -122.41872791711025)"
SD022050	Lakeshore	94132	"(37.7143905434577, -122.47452290099935)"
SD022051	Castro/Upper Market	94114	"(37.76082396782455, -122.43230750212336)"
SD022052	Outer Mission	94112	"(37.71227539003027, -122.44828046845765)"
SD022053	Potrero Hill	94107	"(37.76122834331689, -122.38925089928637)"
SD022054	Castro/Upper Market	94114	"(37.76273470222503, -122.42730299446994)"
SD022055	Inner Richmond	94118	"(37.779113285922584, -122.46915113609484)"
SD022056	Hayes Valley	94117	"(37.77011701058142, -122.42939645554367)"
SD022057	Pacific Heights	94115	"(37.79168018593658, -122.44570368119909)"
SD022058	Bernal Heights	94110	"(37.735132023504136, -122.41720913927296)"
SD022059	Mission	94103	"(37.76814073956748, -122.42570292603632)"
SD022060	Potrero Hill	94107	"(37.758481078998436, -122.3958657360355)"
SD022061	Noe Valley	94114	"(37.750833720368874, -122.43432027947229)"
SD022062	Marina	94123	"(37.79696990292667, -122.44547763444032)"
SD022063	West of Twin Peaks	94132	"(37.733116661786305, -122.47465051475088)"
SD022064	South of Market	94103	"(37.77081222660386, -122.40987789206136)"
SD022065	Excelsior	94112	"(37.719340727951696, -122.43051268195595)"
SD022066	Glen Park	94131	"(37.737741315504714, -122.43313850208771)"
SD022067	Lone Mountain/USF	94117	"(37.776527081634555, -122.44457424390642)"
SD022068	Oceanview/Merced/Ingleside	94112	"(37.720693555403386, -122.45240725620654)"
SD022069	Outer Richmond	94121	"(37.77238278551413, -122.50211448029128)"
SD022070	Bayview Hunters Point	94124	"(37.72340816567868, -122.39339632940546)"
SD022071	Excelsior	94112	"(37.71115358493154, -122.44087007533024)"
SD022072	South of Market	94103	"(37.7735794862089, -122.41430994572698)"
SD022073	Lone Mountain/USF	94117	"(37.77695929314999, -122.44267858836643)"
SD022074	North Beach	94133	"(37.798190907934654, -122.40569360255574)"
SD022075	Mission	94110	"(37.75971295870923, -122.42080946081595)"
SD022076	Outer Mission	94112	"(37.725679442638786, -122.4407489139674)"
SD022077	Outer Mission	94112	"(37.71794179377425, -122.44114849602146)"
SD022078	Potrero Hill	94107	"(37.758490440676326, -122.39873988857235)"
SD022079	Oceanview/Merced/Ingleside	94132	"(37.7208655890596, -122.47014474757292)"
SD022080	Bernal Heights	94110	"(37.73637682799009, -122.42225327814782)"
SD022081	Noe Valley	94131	"(37.74763005331782, -122.43744040078609)"
SD022082	Russian Hill	94109	"(37.79893351442663, -122.41968790737533)"
SD022083	Castro/Upper Market	94114	"(37.76475803368298, -122.43506316572291)"
SD022084	Outer Richmond	94121	"(37.77962711318685, -122.48812966763532)"
SD022085	Presidio Heights	94115	"(37.78659639598815, -122.44614414266283)"
SD022086	Chinatown	94111	"(37.79438134495146, -122.40279471492231)"
SD022087	Inner Richmond	94118	"(37.7769542252469, -122.46534172269509)"
SD022088	Bernal Heights	94110	"(37.736252981496, -122.41211534616613)"
SD022089	Portola	94134	"(37.72908380724746, -122.40497275002627)"
SD022090	Sunset/Parkside	94116	"(37.737503385669484, -122.47932346678378)"
SD022091	Sunset/Parkside	94132	"(37.729993290853805, -122.49664934250444)"
SD022092	West of Twin Peaks	94127	"(37.733554682571906, -122.46563146653317)"
SD022093	West of Twin Peaks	94127	"(37.74404055214599, -122.45826730694439)"
SD022094	Sunset/Parkside	94122	"(37.761826260149334, -122.49924535390892)"
SD022095	Bayview Hunters Point	94124	"(37.73023972257739, -122.39495568255637)"
SD022096	Russian Hill	94109	"(37.7963527132552, -122.41701024885398)"
SD022097	Excelsior	94112	"(37.72192677166146, -122.43440857813161)"
SD022098	Hayes Valley	94117	"(37.77343970465414, -122.43875583375655)"
SD022099	Sunset/Parkside	94116	"(37.742550387596594, -122.49267708055925)"
SD022100	Chinatown	94133	"(37.79612537104088, -122.4102246745652)"
SD022101	Bernal Heights	94110	"(37.7401081844669, -122.41830580396525)"
SD022102	Portola	94134	"(37.719865580580645, -122.41055012362541)"
SD022103	Pacific Heights	94115	"(37.78666686645273, -122.44216397352373)"
SD022104	Bernal Heights	94110	"(37.746227074639464, -122.42115733417097)"
SD022105	West of Twin Peaks	94131	"(37.73055815110678, -122.43940786462309)"
SD022106	Marina	94123	"(37.79933116075814, -122.4279379335972)"
SD022107	Castro/Upper Market	94114	"(37.76036255176269, -122.43245477556076)"
SD022108	Chinatown	94108	"(37.79335710200859, -122.40749437102853)"
SD022109	Haight Ashbury	94117	"(37.77021938412041, -122.4320294951747)"
SD022110	Russian Hill	94109	"(37.79659984595106, -122.41916909394085)"
SD022111	Sunset/Parkside	94116	"(37.745384138307585, -122.49660344059058)"
SD022112	North Beach	94133	"(37.800214409569996, -122.40569813205069)"
SD022113	Nob Hill	94133	"(37.7958235920112, -122.41386635145685)"
SD022114	Pacific Heights	94109	"(37.79342466432896, -122.42920327993426)"
SD022115	West of Twin Peaks	94127	"(37.73053289786561, -122.46120292325917)"
SD022116	Marina	94123	"(37.796497396294576, -122.4381857506408)"
SD022117	Outer Mission	94112	"(37.72321323721909, -122.44411721074901)"
SD022118	Bernal Heights	94110	"(37.74003590884, -122.41562676884661)"
SD022119	Noe Valley	94131	"(37.74748260851672, -122.42730925670043)"
SD022120	Inner Sunset	94122	"(37.76070766915705, -122.47179374998048)"
SD022121	Inner Richmond	94118	"(37.77655942439921, -122.46966058341309)"
SD022122	Noe Valley	94114	"(37.75398993598303, -122.4406679424659)"
SD022123	Noe Valley	94131	"(37.74428156423983, -122.43443744577075)"
SD022124	Nob Hill	94109	"(37.79155946971616, -122.4183511600055)"
SD022125	Sunset/Parkside	94132	"(37.73165508355658, -122.49454205005411)"
SD022126	Inner Sunset	94117	"(37.7624985016842, -122.45368689853525)"
SD022127	Mission	94110	"(37.75773785392487, -122.41104082010807)"
SD022128	Castro/Upper Market	94114	"(37.7663922520834, -122.43588635411014)"
SD022129	Inner Sunset	94122	"(37.76540427825161, -122.46397509666022)"
SD022130	Bernal Heights	94110	"(37.74032152459494, -122.41224782357217)"
SD022131	Bernal Heights	94110	"(37.7469585565625, -122.40563089928496)"
SD022132	Castro/Upper Market	94114	"(37.76350758483965, -122.43690006316857)"
SD022133	Haight Ashbury	94117	"(37.771451430407254, -122.44873873624796)"
SD022134	Outer Richmond	94121	"(37.77237292290207, -122.49781655941288)"
SD022135	West of Twin Peaks	94127	"(37.736072831870175, -122.44777639572996)"
SD022136	Bernal Heights	94110	"(37.745708126965866, -122.41215890490514)"
SD022137	Sunset/Parkside	94132	"(37.73322952783755, -122.48484754612207)"
SD022138	Potrero Hill	94107	"(37.7532914793301, -122.39435689469667)"
SD022139	West of Twin Peaks	94132	"(37.725426546579214, -122.47393696877053)"
SD022140	Bernal Heights	94110	"(37.74564279211598, -122.40737410832033)"
SD022141	Noe Valley	94110	"(37.74653208547833, -122.42378140353759)"
SD022142	Bayview Hunters Point	94124	"(37.731769831831016, -122.39758711329492)"
SD022143	Nob Hill	94109	"(37.78757574033051, -122.41545810031354)"
SD022144	Pacific Heights	94115	"(37.78778697919247, -122.4338770739132)"
SD022145	Twin Peaks	94131	"(37.75323672009446, -122.44440852658721)"
SD022146	Sunset/Parkside	94116	"(37.74574930264238, -122.50571409117097)"
SD022147	Presidio Heights	94115	"(37.787349411395645, -122.44405445124588)"
SD022148	Outer Richmond	94121	"(37.78557619517569, -122.4834360326538)"
SD022149	Russian Hill	94109	"(37.794133754063886, -122.42001931379188)"
SD022150	West of Twin Peaks	94112	"(37.730207710147624, -122.45791514359033)"
SD022151	Nob Hill	94109	"(37.79850552707558, -122.41573105974398)"
SD022152	Outer Richmond	94121	"(37.77417153260987, -122.49534385812326)"
SD022153	Haight Ashbury	94117	"(37.766151342383296, -122.44397353565539)"
SD022154	West of Twin Peaks	94131	"(37.73346630815149, -122.44223819450353)"
SD022155	North Beach	94133	"(37.798753102993075, -122.40510008443397)"
SD022156	Lakeshore	94132	"(37.71556638659136, -122.47583498241121)"
SD022157	Sunset/Parkside	94132	"(37.73392750393636, -122.48788942958535)"
SD022158	Sunset/Parkside	94122	"(37.7622927252717, -122.49175583215029)"
SD022159	Mission	94110	"(37.756118923936725, -122.41803291709986)"
SD022160	Excelsior	94112	"(37.70896846465118, -122.4390626724077)"
SD022161	Marina	94123	"(37.79696036502871, -122.43233348532364)"
SD022162	Nob Hill	94108	"(37.792947373386, -122.41140669613445)"
SD022163	Noe Valley	94131	"(37.74596655568745, -122.42647124074949)"
SD022164	Sunset/Parkside	94116	"(37.74708586615376, -122.48638841071804)"
SD022165	Mission	94110	"(37.75881021709714, -122.42538979333018)"
SD022166	Twin Peaks	94131	"(37.748037791861734, -122.44474121403009)"
SD022167	Castro/Upper Market	94114	"(37.76681599718052, -122.43476997700932)"
SD022168	Outer Richmond	94121	"(37.77399440302038, -122.48181214174458)"
SD022169	Excelsior	94112	"(37.72253636037705, -122.42849864785035)"
SD022170	West of Twin Peaks	94127	"(37.74127214067044, -122.46243520745541)"
SD022171	Nob Hill	94109	"(37.79610691365599, -122.41528206025497)"
SD022172	Bayview Hunters Point	94124	"(37.73439321039257, -122.401763825249)"
SD022173	Nob Hill	94108	"(37.79272533978339, -122.41232325588892)"
